,행정구역,동,차명
39007,구로구,구로동,Model Y Standard Range
39008,구로구,구로동,Model 3 Long Range
39009,종로구,혜화동,Model 3 Long Range
39010,중구,광희동,쏘울 EV
39011,중구,광희동,쏘울 EV
39012,중구,광희동,아이오닉 일렉트릭(IONIQ ELEC
39013,중구,광희동,아이오닉5 (IONIQ5)
39014,중구,광희동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39015,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
39016,구로구,구로동,니로 EV
39017,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
39018,구로구,구로동,아이오닉5(IONIQ5)
39019,구로구,구로동,아이오닉5 (IONIQ5)
39020,구로구,구로동,EV6
39021,구로구,구로동,EV6
39022,구로구,구로동,아이오닉5 (IONIQ5)
39023,구로구,구로동,아이오닉5 (IONIQ5)
39024,구로구,구로동,EV6
39025,구로구,구로동,EV6
39026,구로구,구로동,아이오닉5 (IONIQ5)
39027,구로구,구로동,아이오닉5(IONIQ5)
39028,구로구,구로동,EV6
39029,구로구,구로동,Model 3 Long Range
39030,구로구,구로동,Model Y Long Range
39031,구로구,구로동,EV6
39032,구로구,구로동,아이오닉5 (IONIQ5)
39033,구로구,구로동,G80
39034,구로구,구로동,G80
39035,구로구,구로동,GV60
39036,구로구,구로동,GV60
39037,강남구,삼성동,Model S Long Range
39038,강남구,삼성동,아이오닉 일렉트릭(IONIQ ELEC
39039,강남구,삼성동,아이오닉 일렉트릭(IONIQ ELEC
39040,강남구,삼성동,봉고Ⅲ 1톤 EV
39041,강남구,삼성동,Model 3 Long Range
39042,구로구,구로동,Model 3 Long Range
39043,구로구,구로동,Model 3 Long Range
39044,구로구,구로동,니로 EV
39045,구로구,구로동,Model 3 Long Range
39046,구로구,구로동,Model Y Long Range
39047,구로구,구로동,니로 EV
39048,구로구,구로동,니로 EV
39049,구로구,구로동,니로 EV
39050,구로구,구로동,아이오닉5 (IONIQ5)
39051,구로구,구로동,아이오닉5 (IONIQ5)
39052,구로구,구로동,아이오닉5 (IONIQ5)
39053,구로구,구로동,니로 EV
39054,구로구,구로동,EV6
39055,구로구,구로동,EV6
39056,구로구,구로동,아이오닉5 (IONIQ5)
39057,구로구,구로동,아이오닉5 (IONIQ5)
39058,성동구,금호동,아이오닉 일렉트릭(IONIQ ELEC
39059,중구,다산동,코나 일렉트릭 (KONA ELECTRIC
39060,중구,다산동,Model 3 Long Range
39061,중구,다산동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39062,중구,명동,BMW i3 120Ah SOL plus
39063,중구,명동,니로 EV
39064,구로구,구로동,아이오닉 일렉트릭(IONIQ ELEC
39065,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
39066,강남구,삼성동,Model 3 Long Range
39067,구로구,구로동,아이오닉5(IONIQ5)
39068,구로구,구로동,아이오닉5(IONIQ5)
39069,구로구,구로동,Model Y Long Range
39070,구로구,구로동,Model Y Standard Range
39071,구로구,구로동,Model 3 Long Range
39072,구로구,구로동,Model 3 Long Range
39073,구로구,구로동,Model 3 Long Range
39074,구로구,구로동,아이오닉5(IONIQ5)
39075,구로구,구로동,아이오닉5(IONIQ5)
39076,구로구,구로동,아이오닉5(IONIQ5)
39077,구로구,구로동,아이오닉5(IONIQ5)
39078,구로구,구로동,아이오닉5(IONIQ5)
39079,구로구,구로동,아이오닉5(IONIQ5)
39080,구로구,구로동,아이오닉5 (IONIQ5)
39081,구로구,구로동,아이오닉5 (IONIQ5)
39082,구로구,구로동,아이오닉5 (IONIQ5)
39083,구로구,구로동,ZOE
39084,구로구,구로동,아이오닉5 (IONIQ5)
39085,구로구,구로동,아이오닉5 (IONIQ5)
39086,성동구,금호동,Model Y Long Range
39087,성동구,금호동,아이오닉5 (IONIQ5)
39088,성동구,마장동,니로 EV
39089,중구,명동,코나 일렉트릭 (KONA ELECTRIC
39090,중구,명동,아이오닉 일렉트릭(IONIQ ELEC
39091,중구,명동,Model X 100D
39092,중구,명동,쏘울 EV
39093,중구,명동,ZOE
39094,구로구,구로동,TWIZY
39095,강남구,삼성동,e-tron Sportback 55 quattro
39096,구로구,구로동,니로 EV
39097,구로구,구로동,Model 3 Long Range
39098,구로구,구로동,니로 EV
39099,구로구,구로동,니로 EV
39100,구로구,구로동,Model 3 Standard Range Plus 
39101,구로구,구로동,Model 3 Standard Range Plus 
39102,구로구,구로동,Model 3 Long Range
39103,구로구,구로동,니로 EV
39104,구로구,구로동,니로 EV
39105,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
39106,구로구,구로동,니로 EV
39107,구로구,구로동,니로 EV
39108,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
39109,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
39110,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
39111,구로구,구로동,아이오닉5 (IONIQ5)
39112,성동구,마장동,아이오닉 일렉트릭(IONIQ ELEC
39113,성동구,마장동,D2
39114,성동구,마장동,스파크 EV
39115,성동구,마장동,아이오닉 일렉트릭(IONIQ ELEC
39116,성동구,마장동,CHEVROLET BOLT EV
39117,성동구,마장동,파워프라자라보ev PEACE
39118,성동구,마장동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39119,성동구,마장동,파워프라자라보ev PEACE
39120,중구,명동,CHEVROLET BOLT EV
39121,중구,명동,아이오닉 일렉트릭(IONIQ ELEC
39122,중구,명동,아이오닉5 (IONIQ5)
39123,중구,명동,BMW i3 94Ah
39124,중구,명동,Peugeot e-2008 SUV
39125,중구,명동,ZOE
39126,중구,명동,Model Y Long Range
39127,중구,명동,아이오닉 일렉트릭(IONIQ ELEC
39128,중구,명동,파워프라자라보ev PEACE
39129,구로구,구로동,EV6
39130,구로구,구로동,봉고Ⅲ 1톤 EV
39131,구로구,수궁동,Model 3 Standard Range Plus 
39132,강남구,삼성동,Model 3 Long Range
39133,강남구,삼성동,코나 일렉트릭 (KONA ELECTRIC
39134,강남구,삼성동,Model Y Long Range
39135,강남구,세곡동,BMW i3
39136,강남구,세곡동,코나 일렉트릭 (KONA ELECTRIC
39137,구로구,구로동,아이오닉5 (IONIQ5)
39138,구로구,구로동,니로 EV
39139,구로구,구로동,니로 EV
39140,구로구,구로동,니로 EV
39141,구로구,구로동,니로 EV
39142,구로구,구로동,니로 EV
39143,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
39144,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
39145,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
39146,구로구,구로동,아이오닉5 (IONIQ5)
39147,구로구,구로동,EV6
39148,구로구,구로동,EV6
39149,구로구,구로동,EV6
39150,구로구,구로동,EV6
39151,구로구,구로동,아이오닉5 (IONIQ5)
39152,구로구,구로동,EV6
39153,구로구,구로동,아이오닉5 (IONIQ5)
39154,구로구,구로동,아이오닉5 (IONIQ5)
39155,구로구,구로동,아이오닉5 (IONIQ5)
39156,구로구,구로동,EV6
39157,구로구,구로동,Model 3 Long Range
39158,성동구,마장동,니로 EV
39159,성동구,사근동,Model 3 Long Range
39160,성동구,성수동,쏘울 전기차
39161,성동구,성수동,Model X 100D
39162,성동구,성수동,코나 일렉트릭 (KONA ELECTRIC
39163,성동구,성수동,Model Y Long Range
39164,성동구,성수동,CHEVROLET BOLT EV
39165,중구,명동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39166,중구,소공동,BMW i3 120Ah
39167,중구,소공동,Model 3 Standard Range Plus 
39168,중구,소공동,코나 일렉트릭 (KONA ELECTRIC
39169,중구,소공동,Model 3 Standard Range Plus 
39170,중구,소공동,Model 3 Long Range
39171,중구,소공동,Model 3 Standard Range Plus 
39172,중구,소공동,Model 3 Long Range
39173,중구,소공동,Model 3 Long Range
39174,중구,소공동,Model 3 Long Range
39175,중구,소공동,Model 3 Long Range
39176,구로구,수궁동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39177,구로구,신도림동,Model 3 Long Range
39178,구로구,신도림동,Model 3 Long Range
39179,구로구,신도림동,Model 3 Long Range
39180,구로구,신도림동,CHEVROLET BOLT EV
39181,강남구,세곡동,니로 EV
39182,구로구,구로동,Model Y Long Range
39183,구로구,구로동,EV6
39184,구로구,구로동,아이오닉5 (IONIQ5)
39185,구로구,구로동,G80
39186,구로구,구로동,G80
39187,구로구,구로동,GV60
39188,구로구,구로동,GV60
39189,구로구,구로동,아이오닉 일렉트릭(IONIQ ELEC
39190,구로구,구로동,Model 3 Long Range
39191,구로구,구로동,G80
39192,성동구,성수동,마이브 M1
39193,성동구,성수동,CHEVROLET BOLT EV
39194,성동구,성수동,CHEVROLET BOLT EV
39195,성동구,성수동,아이오닉 일렉트릭(IONIQ ELEC
39196,성동구,성수동,TWIZY
39197,성동구,성수동,TWIZY
39198,성동구,성수동,Model 3 Standard Range Plus 
39199,성동구,성수동,아이오닉5 (IONIQ5)
39200,성동구,성수동,아이오닉5 (IONIQ5)
39201,성동구,성수동,아이오닉5 (IONIQ5)
39202,성동구,성수동,아이오닉5 (IONIQ5)
39203,성동구,성수동,아이오닉5 (IONIQ5)
39204,중구,소공동,Model 3 Long Range
39205,중구,소공동,Model 3 Standard Range Plus 
39206,중구,소공동,Model 3 Standard Range Plus 
39207,중구,소공동,Model Y Long Range
39208,중구,소공동,Model 3 Long Range
39209,중구,소공동,봉고Ⅲ 1톤 EV
39210,중구,소공동,봉고Ⅲ 1톤 EV
39211,중구,소공동,봉고Ⅲ 1톤 EV
39212,중구,신당동,코나 일렉트릭 (KONA ELECTRIC
39213,강남구,세곡동,CHEVROLET BOLT EV
39214,강남구,세곡동,니로 EV
39215,강남구,세곡동,Model 3 Long Range
39216,강남구,세곡동,아이오닉5 (IONIQ5)
39217,구로구,구로동,아이오닉 일렉트릭(IONIQ ELEC
39218,성동구,성수동,아이오닉5 (IONIQ5)
39219,성동구,성수동,마이브 M1
39220,성동구,성수동,코나 일렉트릭 (KONA ELECTRIC
39221,성동구,성수동,CEVO-C SE
39222,성동구,성수동,CHEVROLET BOLT EV
39223,성동구,성수동,CHEVROLET BOLT EV
39224,성동구,성수동,CHEVROLET BOLT EV
39225,성동구,성수동,CHEVROLET BOLT EV
39226,성동구,성수동,Mercedes-Benz EQA250
39227,성동구,성수동,Model Y Long Range
39228,성동구,성수동,아이오닉5 (IONIQ5)
39229,성동구,성수동,CHEVROLET BOLT EV
39230,성동구,성수동,코나 일렉트릭 (KONA ELECTRIC
39231,중구,신당동,Model 3 Performance
39232,중구,신당동,니로 EV
39233,중구,신당동,쏘울 EV
39234,중구,약수동,CHEVROLET BOLT EV
39235,중구,약수동,Model 3 Standard Range Plus 
39236,구로구,신도림동,TWIZY
39237,강남구,세곡동,타이칸 4S (High. 5인승)
39238,강남구,세곡동,LEAF
39239,강남구,세곡동,아이오닉5 (IONIQ5)
39240,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
39241,구로구,수궁동,레이 전기차
39242,성동구,성수동,Model 3 Standard Range Plus 
39243,성동구,성수동,Model Y Long Range
39244,성동구,성수동,SM3 Z.E.
39245,성동구,성수동,아폴로(Apollo)1100전기버스
39246,성동구,성수동,일렉시티(ELEC CITY)
39247,성동구,성수동,아이오닉5 (IONIQ5)
39248,성동구,성수동,CHEVROLET BOLT EV
39249,성동구,성수동,코나 일렉트릭 (KONA ELECTRIC
39250,성동구,성수동,코나 일렉트릭 (KONA ELECTRIC
39251,중구,약수동,SMART EV Z
39252,중구,장충동,코나 일렉트릭 (KONA ELECTRIC
39253,중구,장충동,코나 일렉트릭 (KONA ELECTRIC
39254,구로구,신도림동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39255,구로구,오류동,Model S 100D
39256,강남구,세곡동,아이오닉5 (IONIQ5)
39257,강남구,세곡동,TWIZY
39258,강남구,세곡동,스마트(SMART)ED
39259,강남구,세곡동,아이오닉5(IONIQ5)
39260,강남구,세곡동,포터Ⅱ 일렉트릭 윙바디 (PORT
39261,강남구,세곡동,봉고Ⅲ 1톤 EV
39262,강남구,수서동,TWIZY
39263,구로구,수궁동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39264,성동구,성수동,BMW i3
39265,성동구,성수동,아이오닉5 (IONIQ5)
39266,성동구,성수동,아이오닉5 (IONIQ5)
39267,성동구,성수동,일렉시티(ELEC CITY)
39268,중구,중림동,아이오닉 일렉트릭(IONIQ ELEC
39269,중구,중림동,아이오닉 일렉트릭(IONIQ ELEC
39270,중구,중림동,CHEVROLET BOLT EV
39271,중구,중림동,Model 3 Standard Range Plus 
39272,구로구,오류동,봉고Ⅲ 1톤 EV
39273,구로구,오류동,봉고Ⅲ 1톤 EV
39274,구로구,오류동,코나 일렉트릭 (KONA ELECTRIC
39275,구로구,오류동,Model 3 Long Range
39276,성동구,성수동,DS3 CROSSBACK E-TENSE
39277,성동구,성수동,TWIZY
39278,성동구,성수동,Model 3 Long Range
39279,성동구,성수동,Model Y Long Range
39280,성동구,성수동,TWIZY
39281,중구,청구동,CHEVROLET BOLT EV
39282,중구,청구동,아이오닉5 (IONIQ5)
39283,구로구,오류동,Model 3 Long Range
39284,강남구,수서동,니로 EV
39285,강남구,수서동,일진무시동전기냉동탑차
39286,강남구,신사동,TWIZY
39287,강남구,신사동,Model Y Long Range
39288,강남구,신사동,Model 3 Long Range
39289,구로구,신도림동,Model Y Standard Range
39290,구로구,신도림동,TWIZY
39291,성동구,성수동,이-화이버드(eFIBIRD)
39292,성동구,성수동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39293,성동구,성수동,아이오닉 일렉트릭(IONIQ ELEC
39294,성동구,성수동,Model Y Long Range
39295,중구,필동,아이오닉 일렉트릭(IONIQ ELEC
39296,중구,황학동,Model 3 Long Range
39297,중구,황학동,Model Y Long Range
39298,구로구,오류동,봉고Ⅲ 1톤 EV
39299,구로구,오류동,니로 EV
39300,구로구,오류동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39301,구로구,항동,아이오닉5 (IONIQ5)
39302,강남구,신사동,e-tron Sportback 55 quattro
39303,구로구,신도림동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39304,성동구,성수동,벤츠 EQC 400 4MATIC
39305,성동구,성수동,코나 일렉트릭 (KONA ELECTRIC
39306,성동구,성수동,Model Y Standard Range
39307,성동구,성수동,SM3 Z.E.
39308,성동구,송정동,니로 EV
39309,성동구,송정동,아이오닉 일렉트릭(IONIQ ELEC
39310,성동구,송정동,봉고Ⅲ 1톤 EV
39311,성동구,옥수동,코나 일렉트릭 (KONA ELECTRIC
39312,구로구,항동,Model 3 Long Range
39313,구로구,항동,코나 일렉트릭 (KONA ELECTRIC
39314,구로구,항동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39315,구로구,항동,봉고Ⅲ 1톤 EV
39316,금천구,가산동,CHEVROLET BOLT EV
39317,금천구,가산동,니로 EV
39318,금천구,가산동,SM3 Z.E.
39319,구로구,오류동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39320,구로구,오류동,봉고Ⅲ 1톤 EV
39321,성동구,옥수동,Model Y Long Range
39322,성동구,옥수동,코나 일렉트릭 (KONA ELECTRIC
39323,중구,회현동,TWIZY
39324,중구,회현동,Model 3 Performance
39325,중구,회현동,Mercedes-Benz EQA250
39326,금천구,가산동,코나 일렉트릭 (KONA ELECTRIC
39327,금천구,가산동,아이오닉5 (IONIQ5)
39328,강남구,압구정동,아이오닉 일렉트릭(IONIQ ELEC
39329,강남구,압구정동,Model Y Long Range
39330,구로구,오류동,Model 3 Long Range
39331,구로구,오류동,Model Y Long Range
39332,성동구,옥수동,Model Y Standard Range
39333,중구,회현동,마이브 M1
39334,중랑구,망우동,EV6
39335,중랑구,망우동,아이오닉5 (IONIQ5)
39336,금천구,가산동,쏘울 전기차
39337,강남구,압구정동,Model Y Standard Range
39338,강남구,압구정동,Model 3 Long Range
39339,구로구,오류동,CHEVROLET BOLT EV
39340,구로구,오류동,봉고Ⅲ 1톤 EV
39341,구로구,오류동,봉고Ⅲ 1톤 EV
39342,구로구,항동,쏘울 EV
39343,구로구,항동,GV60
39344,성동구,옥수동,타이칸 터보 (5인승)
39345,성동구,왕십리동,코나 일렉트릭 (KONA ELECTRIC
39346,중랑구,망우본동,CHEVROLET BOLT EV
39347,금천구,가산동,Model Y Long Range
39348,금천구,가산동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39349,금천구,가산동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39350,강남구,압구정동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39351,강남구,역삼동,EV6
39352,강남구,역삼동,Model S 100D
39353,강남구,역삼동,Model S 75D
39354,구로구,항동,봉고Ⅲ 1톤 EV
39355,금천구,가산동,Model 3 Standard Range Plus 
39356,금천구,가산동,니로 EV
39357,성동구,왕십리도선동,코나 일렉트릭 (KONA ELECTRIC
39358,중랑구,망우본동,아이오닉5 (IONIQ5)
39359,중랑구,망우본동,아이오닉5(IONIQ5)
39360,중랑구,망우본동,코나 일렉트릭 (KONA ELECTRIC
39361,중랑구,망우본동,봉고Ⅲ 1톤 EV
39362,중랑구,망우본동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39363,중랑구,면목동,타이칸 4S (5인승)
39364,중랑구,면목동,CEVO-C
39365,강남구,역삼동,Model Y Standard Range
39366,강남구,역삼동,Model 3 Long Range
39367,강남구,역삼동,Model Y Performance
39368,강남구,역삼동,Model S 90D
39369,성동구,왕십리도선동,TWIZY
39370,성동구,왕십리도선동,Model Y Standard Range
39371,성동구,왕십리도선동,아이오닉5(IONIQ5)
39372,성동구,왕십리도선동,G80
39373,중랑구,면목동,쏘울 EV
39374,중랑구,면목동,SMART110
39375,중랑구,면목동,HYPERS11L
39376,중랑구,면목동,아폴로(Apollo)1100전기버스
39377,중랑구,면목동,CHEVROLET BOLT EV
39378,중랑구,면목동,봉고Ⅲ EV 파워게이트
39379,금천구,독산동,Model 3 Standard Range Plus 
39380,금천구,독산동,니로 EV
39381,강남구,역삼동,Model 3 Standard Range Plus 
39382,금천구,가산동,Model 3 Long Range
39383,금천구,가산동,SM3 Z.E.
39384,금천구,가산동,니로 EV
39385,성동구,용답동,코나 일렉트릭 (KONA ELECTRIC
39386,성동구,용답동,타이칸 터보 S (5인승)
39387,성동구,용답동,봉고Ⅲ 1톤 EV
39388,중랑구,면목동,EV6
39389,중랑구,면목동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39390,금천구,독산동,아이오닉5 (IONIQ5)
39391,금천구,독산동,코나 일렉트릭 (KONA ELECTRIC
39392,금천구,독산동,Model 3 Long Range
39393,금천구,독산동,아이오닉5 (IONIQ5)
39394,금천구,독산동,봉고Ⅲ 1톤 EV
39395,금천구,독산동,아이오닉5 (IONIQ5)
39396,강남구,역삼동,Model 3 Long Range
39397,성동구,행당동,아이오닉 일렉트릭(IONIQ ELEC
39398,성동구,행당동,아이오닉 일렉트릭(IONIQ ELEC
39399,성동구,행당동,니로 EV
39400,중랑구,면목동,GV60
39401,중랑구,면목동,코나 일렉트릭 (KONA ELECTRIC
39402,금천구,독산동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39403,금천구,독산동,아이오닉 일렉트릭(IONIQ ELEC
39404,금천구,독산동,EV6
39405,금천구,독산동,EV6
39406,강남구,역삼동,Model 3 Long Range
39407,강남구,역삼동,Model S Long Range
39408,강남구,역삼동,Model 3 Long Range
39409,강남구,역삼동,Model 3 Long Range
39410,강남구,역삼동,Model 3 Long Range
39411,강남구,역삼동,Model 3 Long Range
39412,강남구,역삼동,Model 3 Standard Range Plus 
39413,금천구,가산동,봉고Ⅲ 1톤 EV
39414,금천구,가산동,봉고Ⅲ 1톤 EV
39415,금천구,독산동,e-tron 55 quattro
39416,성동구,행당동,아이오닉 일렉트릭(IONIQ ELEC
39417,중랑구,면목동,GV60
39418,중랑구,면목동,아이오닉5 (IONIQ5)
39419,중랑구,면목동,아이오닉5(IONIQ5)
39420,중랑구,면목동,봉고Ⅲ 1톤 EV
39421,금천구,독산동,봉고Ⅲ 1톤 EV
39422,강남구,역삼동,BMW i3 120Ah SOL plus
39423,강남구,역삼동,Model 3 Long Range
39424,강남구,역삼동,Model 3 Long Range
39425,강남구,역삼동,Model 3 Long Range
39426,성동구,행당동,Model 3 Long Range
39427,중랑구,면목본동,EV6
39428,중랑구,면목본동,코나 일렉트릭 (KONA ELECTRIC
39429,중랑구,면목본동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39430,중랑구,면목본동,봉고Ⅲ 1톤 EV
39431,금천구,시흥동,아이오닉 일렉트릭(IONIQ ELEC
39432,금천구,독산동,코나 일렉트릭 (KONA ELECTRIC
39433,금천구,독산동,Model 3 Standard Range Plus 
39434,금천구,독산동,Model 3 Standard Range Plus 
39435,성북구,길음동,니로 EV
39436,성북구,길음동,니로 EV
39437,중랑구,묵동,니로 EV
39438,금천구,시흥동,Model Y Long Range
39439,금천구,시흥동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39440,금천구,시흥동,일진무시동전기냉동탑차
39441,금천구,시흥동,일진무시동전기냉동탑차
39442,금천구,독산동,Model 3 Long Range
39443,금천구,독산동,EV6
39444,금천구,독산동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39445,금천구,독산동,봉고Ⅲ 1톤 EV
39446,중랑구,묵동,아이오닉5 (IONIQ5)
39447,중랑구,묵동,아이오닉5 (IONIQ5)
39448,중랑구,묵동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39449,중랑구,상봉동,Model 3 Long Range
39450,강남구,역삼동,Model 3 Performance
39451,금천구,독산동,EV6
39452,금천구,독산동,니로 EV
39453,금천구,독산동,코나 일렉트릭 (KONA ELECTRIC
39454,금천구,독산동,봉고Ⅲ 1톤 EV
39455,성북구,길음동,Model Y Long Range
39456,중랑구,상봉동,쏘울 전기차
39457,금천구,시흥동,Model S 100D
39458,금천구,시흥동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39459,강남구,역삼동,Model S 100D
39460,금천구,독산동,니로 EV
39461,금천구,독산동,Model S 100D
39462,금천구,시흥동,코나 일렉트릭 (KONA ELECTRIC
39463,금천구,시흥동,코나 일렉트릭 (KONA ELECTRIC
39464,금천구,시흥동,CHEVROLET BOLT EV
39465,금천구,시흥동,쏘울 EV
39466,중랑구,상봉동,TWIZY
39467,중랑구,상봉동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39468,금천구,시흥동,다니고밴
39469,금천구,시흥동,아이오닉5 (IONIQ5)
39470,금천구,시흥동,봉고Ⅲ 1톤 EV
39471,금천구,시흥동,일진무시동전기냉동탑차
39472,성북구,길음동,봉고Ⅲ 1톤 EV
39473,성북구,돈암동,GV60
39474,중랑구,신내동,니로 EV
39475,금천구,시흥동,코나 일렉트릭 (KONA ELECTRIC
39476,금천구,시흥동,쏘울 전기차
39477,금천구,시흥동,아폴로(Apollo)1100전기버스
39478,강남구,역삼동,Model Y Long Range
39479,금천구,시흥동,일진무시동전기냉동탑차
39480,성북구,돈암동,TWIZY
39481,성북구,돈암동,CHEVROLET BOLT EV
39482,중랑구,신내동,TWIZY
39483,중랑구,신내동,니로 EV
39484,중랑구,신내동,아이오닉5 (IONIQ5)
39485,노원구,공릉동,코나 일렉트릭 (KONA ELECTRIC
39486,노원구,공릉동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39487,노원구,공릉동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39488,강남구,역삼동,Model 3 Long Range
39489,강남구,역삼동,EV6
39490,강남구,역삼동,Model S 90D
39491,강남구,역삼동,Model S 75D
39492,강남구,역삼동,Model 3 Long Range
39493,강남구,역삼동,Model 3 Long Range
39494,금천구,시흥동,EV6
39495,금천구,시흥동,아이오닉 일렉트릭(IONIQ ELEC
39496,성북구,돈암동,Model 3 Long Range
39497,성북구,돈암동,니로 EV
39498,중랑구,신내동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39499,중랑구,신내동,아이오닉 일렉트릭(IONIQ ELEC
39500,강남구,역삼동,Model 3 Standard Range Plus 
39501,강남구,역삼동,Model 3 Long Range
39502,강남구,역삼동,Model 3 Long Range
39503,금천구,시흥동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39504,성북구,보문동,코나 일렉트릭 (KONA ELECTRIC
39505,중랑구,신내동,이텍진공식소형전기노면청소차
39506,중랑구,중화동,니로 EV
39507,강남구,역삼동,Model Y Performance
39508,강남구,역삼동,TWIZY
39509,강남구,역삼동,봉고Ⅲ 1톤 EV
39510,강남구,역삼동,일진무시동전기냉동탑차
39511,금천구,시흥동,이-화이버드(eFIBIRD)
39512,성북구,보문동,봉고Ⅲ 1톤 EV
39513,성북구,삼선동,니로 EV
39514,성북구,삼선동,쏘울 EV
39515,노원구,공릉동,쏘울 EV
39516,노원구,공릉동,EV6
39517,노원구,공릉동,봉고Ⅲ 1톤 EV
39518,강남구,역삼동,Model 3 Long Range
39519,성북구,삼선동,아이오닉 일렉트릭(IONIQ ELEC
39520,성북구,석관동,Model 3 Long Range
39521,중랑구,중화동,아이오닉5 (IONIQ5)
39522,중랑구,중화동,니로 EV
39523,노원구,상계동,Model 3 Long Range
39524,노원구,상계동,코나 일렉트릭 (KONA ELECTRIC
39525,강남구,역삼동,Model Y Long Range
39526,강남구,역삼동,TWIZY
39527,강남구,역삼동,TWIZY
39528,강남구,역삼동,Model 3 Performance
39529,강남구,역삼동,Model 3 Long Range
39530,노원구,공릉동,봉고Ⅲ 1톤 EV
39531,노원구,공릉동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39532,노원구,공릉동,Model Y Standard Range
39533,노원구,공릉동,Model S Long Range
39534,노원구,공릉동,아이오닉5 (IONIQ5)
39535,성북구,석관동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39536,성북구,석관동,봉고Ⅲ EV 플러스내장차
39537,강남구,역삼동,아이오닉 일렉트릭(IONIQ ELEC
39538,강남구,역삼동,TWIZY
39539,강남구,역삼동,ZOE
39540,강남구,역삼동,Model 3 Long Range
39541,노원구,공릉동,Model Y Long Range
39542,노원구,공릉동,아이오닉 일렉트릭(IONIQ ELEC
39543,노원구,공릉동,CHEVROLET BOLT EV
39544,성북구,성북동,TWIZY
39545,성북구,성북동,Model 3 Long Range
39546,성북구,안암동,CEVO-C
39547,노원구,상계동,EV6
39548,노원구,상계동,니로 EV
39549,노원구,상계동,봉고Ⅲ 1톤 EV
39550,노원구,상계동,니로 EV
39551,노원구,상계동,니로 EV
39552,노원구,상계동,니로 EV
39553,노원구,상계동,봉고Ⅲ 1톤 EV
39554,노원구,상계동,Model Y Long Range
39555,노원구,상계동,아이오닉 일렉트릭(IONIQ ELEC
39556,강남구,역삼동,Model X 100D
39557,강남구,역삼동,Model 3 Long Range
39558,강남구,역삼동,Model 3 Long Range
39559,강남구,역삼동,봉고Ⅲ EV 저상형내장차
39560,강남구,일원동,Model 3 Standard Range Plus 
39561,노원구,공릉동,코나 일렉트릭 (KONA ELECTRIC
39562,성북구,안암동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39563,노원구,상계동,쏘울 전기차
39564,강남구,일원동,아이오닉 일렉트릭(IONIQ ELEC
39565,성북구,월곡동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39566,성북구,월곡동,아이오닉5 (IONIQ5)
39567,노원구,상계동,Model 3 Standard Range Plus 
39568,노원구,상계동,코나 일렉트릭 (KONA ELECTRIC
39569,노원구,상계동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
39570,강남구,일원동,아이오닉 일렉트릭(IONIQ ELEC
39571,강남구,일원동,Model S Long Range
39572,노원구,상계동,Model 3 Long Range
39573,성북구,월곡동,봉고Ⅲ 1톤 EV
39574,노원구,상계동,봉고Ⅲ 1톤 EV
